year,Type,ProdectGroup,producer,volume,CostPerUnit,PricePerUnit, Revenues ,TotalCost,ProfitPercent,SummaryProfits
2018,ConvenienceStores,Delicatessen,The food world,444,3.51,5.45,"2,419.80","1,558.44",36,Good Profit
2018,ConvenienceStores,Meat,Delta,540,5.9,8.6,"4,633.20","3,182.40",31,Good Profit
2018,ConvenienceStores,Meat,Delta,492,6.6,8.4,"4,149.20","3,224.24",22,Good Profit
2018,ConvenienceStores,Meat,Delta,636,5.5,7.5,"4,778.48","3,523.44",26,Good Profit
2018,ConvenienceStores,Meat,Delta,564,6,8.4,"4,745.12","3,406.56",28,Good Profit
2018,ConvenienceStores,Meat,Delta,420,5.4,8.1,"3,413.20","2,251.20",34,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1308,2.33,3.52,"4,604.16","3,047.64",34,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1848,2.72,3.44,"6,357.12","5,026.56",21,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1356,2.6,3.48,"4,718.88","3,525.60",25,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2256,2.51,3.97,"8,956.32","5,662.56",37,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1740,2.35,3.48,"6,055.20","4,089.00",32,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2304,2.66,3.41,"7,856.64","6,128.64",22,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2232,2.7,3.49,"7,789.68","6,026.40",23,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2268,2.8,3.52,"7,983.36","6,350.40",20,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2040,2.59,3.99,"8,139.60","5,283.60",35,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1692,2.66,3.87,"6,548.04","4,500.72",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2400,2.62,3.93,"9,432.00","6,288.00",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1284,2.63,3.51,"4,506.84","3,376.92",25,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2064,2.82,3.95,"8,152.80","5,820.48",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2604,2.62,3.95,"10,285.80","6,822.48",34,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2592,2.8,3.66,"9,486.72","7,257.60",23,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1440,2.35,3.61,"5,198.40","3,384.00",35,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1272,2.34,3.87,"4,922.64","2,976.48",40,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1500,2.63,3.69,"5,535.00","3,945.00",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1812,2.36,3.46,"6,269.52","4,276.32",32,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2040,2.43,3.44,"7,017.60","4,957.20",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1752,2.4,3.78,"6,622.56","4,204.80",37,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2304,2.42,3.36,"7,741.44","5,575.68",28,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1776,2.3,3.34,"5,931.84","4,084.80",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1224,2.38,3.69,"4,516.56","2,913.12",36,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2736,2.8,3.52,"9,630.72","7,660.80",20,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1860,2.57,3.84,"7,142.40","4,780.20",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1428,2.33,3.73,"5,326.44","3,327.24",38,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1272,2.58,3.75,"4,770.00","3,281.76",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2112,2.8,3.82,"8,067.84","5,913.60",27,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1368,2.35,3.76,"5,143.68","3,214.80",38,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1764,2.44,3.77,"6,650.28","4,304.16",35,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2016,2.31,3.45,"6,955.20","4,656.96",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2064,2.8,3.56,"7,347.84","5,779.20",21,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1284,2.38,3.76,"4,827.84","3,055.92",37,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1716,2.42,3.49,"5,988.84","4,152.72",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2040,2.72,3.55,"7,242.00","5,548.80",23,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2256,2.9,3.89,"8,775.84","6,542.40",25,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2436,2.3,3.34,"8,136.24","5,602.80",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1284,2.84,3.92,"5,033.28","3,646.56",28,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1752,2.52,3.33,"5,834.16","4,415.04",24,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1524,2.7,3.91,"5,958.84","4,114.80",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2712,2.51,3.72,"10,088.64","6,807.12",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1272,2.42,3.63,"4,617.36","3,078.24",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2040,2.73,3.87,"7,894.80","5,569.20",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1776,2.62,3.3,"5,860.80","4,653.12",21,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1932,2.52,3.41,"6,588.12","4,868.64",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1872,2.97,3.72,"6,963.84","5,559.84",20,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1548,2.41,3.46,"5,356.08","3,730.68",30,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2580,2.98,3.93,"10,139.40","7,688.40",24,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1308,2.61,3.45,"4,512.60","3,413.88",24,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2244,2.83,3.96,"8,886.24","6,350.52",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1332,2.4,3.33,"4,435.56","3,196.80",28,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2184,2.87,3.72,"8,124.48","6,268.08",23,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2436,2.95,3.97,"9,670.92","7,186.20",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2748,2.45,3.47,"9,535.56","6,732.60",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2484,2.37,3.55,"8,818.20","5,887.08",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1716,2.32,3.53,"6,057.48","3,981.12",34,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2400,2.85,3.77,"9,048.00","6,840.00",24,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2256,2.82,3.81,"8,595.36","6,361.92",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1848,2.99,3.74,"6,911.52","5,525.52",20,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2592,2.47,3.39,"8,786.88","6,402.24",27,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1428,2.47,3.63,"5,183.64","3,527.16",32,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2568,2.67,3.96,"10,169.28","6,856.56",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2328,2.67,3.49,"8,124.72","6,215.76",23,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1764,2.68,3.89,"6,861.96","4,727.52",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2652,2.37,3.92,"10,395.84","6,285.24",40,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1416,2.38,3.68,"5,210.88","3,370.08",35,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2400,2.57,3.85,"9,240.00","6,168.00",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2196,2.94,3.99,"8,762.04","6,456.24",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2640,2.33,3.81,"10,058.40","6,151.20",39,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2136,2.64,3.58,"7,646.88","5,639.04",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1872,2.65,3.86,"7,225.92","4,960.80",31,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1224,2.65,3.57,"4,369.68","3,243.60",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1764,2.83,3.86,"6,809.04","4,992.12",27,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1476,2.58,3.31,"4,885.56","3,808.08",22,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1308,2.8,3.98,"5,205.84","3,662.40",30,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1728,2.38,3.96,"6,842.88","4,112.64",40,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1368,2.4,3.41,"4,664.88","3,283.20",30,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2172,2.67,3.54,"7,688.88","5,799.24",25,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2016,2.86,3.84,"7,741.44","5,765.76",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2340,2.69,3.46,"8,096.40","6,294.60",22,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2232,2.39,3.58,"7,990.56","5,334.48",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2196,2.37,3.87,"8,498.52","5,204.52",39,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1740,2.81,3.95,"6,873.00","4,889.40",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2388,2.46,3.38,"8,071.44","5,874.48",27,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2136,2.41,3.71,"7,924.56","5,147.76",35,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1632,2.75,3.53,"5,760.96","4,488.00",22,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1620,2.94,3.7,"5,994.00","4,762.80",21,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1452,2.4,3.94,"5,720.88","3,484.80",39,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1788,2.45,3.44,"6,150.72","4,380.60",29,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1524,2.96,3.7,"5,638.80","4,511.04",20,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1560,2.71,3.58,"5,584.80","4,227.60",24,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2304,2.8,3.71,"8,547.84","6,451.20",25,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1248,2.71,3.64,"4,542.72","3,382.08",26,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2544,2.59,3.89,"9,896.16","6,588.96",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1932,2.59,3.89,"7,515.48","5,003.88",33,Good Profit
2018,ConvenienceStores,Ice cream,Delta,1704,2.58,3.31,"5,640.24","4,396.32",22,Good Profit
2018,ConvenienceStores,Ice cream,Delta,2688,2.93,3.7,"9,945.60","7,875.84",21,Good Profit
2018,ConvenienceStores,Sweets,Suchard,1164,1.31,1.87,"2,176.68","1,524.84",30,Good Profit
2018,ConvenienceStores,Sweets,Suchard,852,1.14,1.72,"1,465.44",971.28,34,Good Profit
2018,ConvenienceStores,Sweets,Suchard,780,1.32,1.79,"1,396.20","1,029.60",26,Good Profit
2018,ConvenienceStores,Sweets,Suchard,600,1.36,1.74,"1,044.00",816,22,Good Profit
2018,ConvenienceStores,Sweets,Suchard,1176,1.4,1.8,"2,116.80","1,646.40",22,Good Profit
2018,ConvenienceStores,Sweets,Suchard,1176,1.35,1.76,"2,069.76","1,587.60",23,Good Profit
2018,ConvenienceStores,Ice cream,Creamy treat,2292,2.64,3.86,"8,847.12","6,050.88",32,Good Profit
2018,ConvenienceStores,Ice cream,Creamy treat,1404,2.68,3.43,"4,815.72","3,762.72",22,Good Profit
2018,ConvenienceStores,Ice cream,Creamy treat,1344,2.75,3.48,"4,677.12","3,696.00",21,Good Profit
2018,ConvenienceStores,Ice cream,Creamy treat,1896,2.51,3.42,"6,484.32","4,758.96",27,Good Profit
2018,ConvenienceStores,Ice cream,Creamy treat,1560,2.86,3.73,"5,818.80","4,461.60",23,Good Profit
2018,ConvenienceStores,Coffee,Kimbo,8436,0.78,1.04,"8,773.44","6,580.08",25,Good Profit
2018,ConvenienceStores,Coffee,Kimbo,5772,0.68,0.98,"5,656.56","3,924.96",31,Good Profit
2018,ConvenienceStores,Coffee,Kimbo,6684,0.68,1.13,"7,552.92","4,545.12",40,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,588,1.51,1.9,"1,117.20",887.88,21,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,612,1.47,1.9,"1,162.80",899.64,23,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,264,1.42,1.86,491.04,374.88,24,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,684,1.48,1.86,"1,272.24","1,012.32",20,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,324,1.4,1.79,579.96,453.6,22,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,552,1.41,1.83,"1,010.16",778.32,23,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,252,1.41,1.77,446.04,355.32,20,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,348,1.41,1.79,622.92,490.68,21,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,720,1.4,1.81,"1,303.20","1,008.00",23,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,720,1.46,1.9,"1,368.00","1,051.20",23,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,720,1.4,1.86,"1,339.20","1,008.00",25,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,444,1.49,1.9,843.6,661.56,22,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,504,1.41,1.87,942.48,710.64,25,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,576,1.43,1.88,"1,082.88",823.68,24,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,612,1.41,1.81,"1,107.72",862.92,22,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,252,1.4,1.89,476.28,352.8,26,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,636,1.46,1.88,"1,195.68",928.56,22,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,468,1.42,1.89,884.52,664.56,25,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,240,1.46,1.84,441.6,350.4,21,Good Profit
2018,ConvenienceStores,Corn flakes,Chocopops,588,1.41,1.78,"1,046.64",829.08,21,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,636,1.3,1.76,"1,119.36",826.8,26,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,648,1.16,1.77,"1,146.96",751.68,34,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,768,1.17,1.75,"1,344.00",898.56,33,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,888,1.27,1.89,"1,678.32","1,127.76",33,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,1152,1.21,1.74,"2,004.48","1,393.92",30,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,732,1.24,1.64,"1,200.48",907.68,24,Good Profit
2018,ConvenienceStores,Sweets,Chocowaff,1128,1.36,1.7,"1,917.60","1,534.08",20,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',6300,0.81,1.13,"7,119.00","5,103.00",28,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',5616,0.82,1.06,"5,952.96","4,605.12",23,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',5736,0.79,1.15,"6,596.40","4,531.44",31,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',9396,0.76,1.04,"9,771.84","7,140.96",27,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',6060,0.67,1.01,"6,120.60","4,060.20",34,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',7956,0.82,1.15,"9,149.40","6,523.92",29,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',6036,0.76,1.14,"6,881.04","4,587.36",33,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',7644,0.79,1.04,"7,949.76","6,038.76",24,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',9336,0.7,1.09,"10,176.24","6,535.20",36,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',7332,0.83,1.06,"7,771.92","6,085.56",22,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',7992,0.69,1.07,"8,551.44","5,514.48",36,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',9552,0.78,1.11,"10,602.72","7,450.56",30,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',7392,0.86,1.11,"8,205.12","6,357.12",23,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',4860,0.86,1.1,"5,346.00","4,179.60",22,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',4992,0.81,1.14,"5,690.88","4,043.52",29,Good Profit
2018,ConvenienceStores,Coffee,Pausa Caffe',8652,0.72,0.98,"8,478.96","6,229.44",27,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7332,0.96,1.2,"8,798.40","7,038.72",20,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,8520,0.71,1.07,"9,116.40","6,049.20",34,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,8496,0.71,0.93,"7,901.28","6,032.16",24,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,9456,0.72,1.16,"10,968.96","6,808.32",38,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,8472,0.62,0.97,"8,217.84","5,252.64",36,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,6132,0.72,1.14,"6,990.48","4,415.04",37,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7056,0.69,1.12,"7,902.72","4,868.64",38,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,9216,0.8,1,"9,216.00","7,372.80",20,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,5424,0.73,0.96,"5,207.04","3,959.52",24,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7536,0.7,1,"7,536.00","5,275.20",30,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7560,0.74,1.1,"8,316.00","5,594.40",33,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7032,0.71,1.05,"7,383.60","4,992.72",32,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,6624,0.71,0.94,"6,226.56","4,703.04",24,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7224,0.82,1.13,"8,163.12","5,923.68",27,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,8136,0.8,1,"8,136.00","6,508.80",20,Good Profit
2018,ConvenienceStores,Coffee,Caffe Italiano,7200,0.71,1.08,"7,776.00","5,112.00",34,Good Profit
2018,ConvenienceStores,Sweets,Dole,1008,1.18,1.88,"1,895.04","1,189.44",37,Good Profit
2018,ConvenienceStores,Sweets,Dole,1068,1.33,1.87,"1,997.16","1,420.44",29,Good Profit
2018,ConvenienceStores,Sweets,Dole,1068,1.14,1.88,"2,007.84","1,217.52",39,Good Profit
2018,ConvenienceStores,Sweets,Dole,936,1.36,1.78,"1,666.08","1,272.96",24,Good Profit
2018,ConvenienceStores,Sweets,Dole,624,1.31,1.89,"1,179.36",817.44,31,Good Profit
2018,ConvenienceStores,Sweets,Dole,720,1.31,1.64,"1,180.80",943.2,20,Good Profit
2018,ConvenienceStores,Sweets,Dole,960,1.29,1.87,"1,795.20","1,238.40",31,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,252,4.08,5.27,"1,328.04","1,028.16",23,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,636,4.02,5.2,"3,307.20","2,556.72",23,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,300,4,5,"1,500.00","1,200.00",20,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,264,4.01,5.26,"1,388.64","1,058.64",24,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,372,4.19,5.4,"2,008.80","1,558.68",22,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,396,4.07,5.12,"2,027.52","1,611.72",21,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,672,4.2,5.39,"3,622.08","2,822.40",22,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,576,4.02,5.15,"2,966.40","2,315.52",22,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,552,4.12,5.33,"2,942.16","2,274.24",23,Good Profit
2018,ConvenienceStores,Cosmetics,Kimberley Clark,408,4.09,5.33,"2,174.64","1,668.72",23,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,156,1.01,1.4,218.4,157.56,28,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,84,1,1.29,108.36,84,22,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,48,1,1.4,67.2,48,29,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,168,1.01,1.3,218.4,169.68,22,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,84,1.03,1.33,111.72,86.52,23,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,168,1,1.36,228.48,168,26,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,96,1.04,1.4,134.4,99.84,26,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,96,1.01,1.28,122.88,96.96,21,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,120,1,1.29,154.8,120,22,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,48,1,1.36,65.28,48,26,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,48,1.04,1.38,66.24,49.92,25,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,144,1.11,1.4,201.6,159.84,21,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,168,1.02,1.29,216.72,171.36,21,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,108,1.04,1.36,146.88,112.32,24,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,120,1.04,1.34,160.8,124.8,22,Good Profit
2018,ConvenienceStores,Beverages,Salvadori,108,1.03,1.35,145.8,111.24,24,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,2388,2.83,3.57,"8,525.16","6,758.04",21,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,2688,2.78,3.72,"9,999.36","7,472.64",25,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,2196,2.3,3.64,"7,993.44","5,050.80",37,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,1740,2.69,3.57,"6,211.80","4,680.60",25,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,1212,2.52,3.84,"4,654.08","3,054.24",34,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,2136,2.65,3.68,"7,860.48","5,660.40",28,Good Profit
2018,ConvenienceStores,Ice cream,Momo figli,2460,2.69,3.47,"8,536.20","6,617.40",22,Good Profit
2018,ConvenienceStores,Meat,Serwis,624,5.9,7.4,"4,609.28","3,656.64",21,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,528,4.74,6.4,"3,379.20","2,502.72",26,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,540,3.35,5.46,"2,948.40","1,809.00",39,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,516,4.9,6.75,"3,483.00","2,528.40",27,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,456,4.02,6.07,"2,767.92","1,833.12",34,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,468,3.12,5.1,"2,386.80","1,460.16",39,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,504,4.5,6.58,"3,316.32","2,268.00",32,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,528,3.74,5.22,"2,756.16","1,974.72",28,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,444,4.3,6.45,"2,863.80","1,909.20",33,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,420,3.71,5.66,"2,377.20","1,558.20",34,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,360,4.59,6.82,"2,455.20","1,652.40",33,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,372,4.36,5.79,"2,153.88","1,621.92",25,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,528,4.68,6.07,"3,204.96","2,471.04",23,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,540,4.06,5.3,"2,862.00","2,192.40",23,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,468,3.59,5.17,"2,419.56","1,680.12",31,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,408,4.67,6.18,"2,521.44","1,905.36",24,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,456,4.21,5.89,"2,685.84","1,919.76",29,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,384,4.59,6.32,"2,426.88","1,762.56",27,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,516,4.66,6.3,"3,250.80","2,404.56",26,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,480,4.4,5.97,"2,865.60","2,112.00",26,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,468,4.93,6.46,"3,023.28","2,307.24",24,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,492,4.26,6.68,"3,286.56","2,095.92",36,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,540,4.78,6,"3,240.00","2,581.20",20,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,444,3.7,5.6,"2,486.40","1,642.80",34,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,468,4.09,5.78,"2,705.04","1,914.12",29,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,528,3.87,6.11,"3,226.08","2,043.36",37,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,360,3.55,5.69,"2,048.40","1,278.00",38,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,372,3.96,6.07,"2,258.04","1,473.12",35,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,444,3.87,6.04,"2,681.76","1,718.28",36,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,360,4.28,6.59,"2,372.40","1,540.80",35,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,384,4.49,6.99,"2,684.16","1,724.16",36,Good Profit
2018,ConvenienceStores,Delicatessen,St.Dalfour,408,4.29,6.11,"2,492.88","1,750.32",30,Good Profit
2018,ConvenienceStores,Homecare products,P&G,852,1.56,2.09,"1,780.68","1,329.12",25,Good Profit
2018,ConvenienceStores,Homecare products,P&G,1080,1.99,3.29,"3,553.20","2,149.20",40,Good Profit
2018,ConvenienceStores,Homecare products,P&G,720,2.44,3.34,"2,404.80","1,756.80",27,Good Profit
2018,ConvenienceStores,Meat,KBG,552,5.7,7.5,"4,158.40","3,172.16",24,Good Profit
2018,ConvenienceStores,Meat,KBG,456,6.5,8.2,"3,745.28","2,951.84",21,Good Profit
2018,ConvenienceStores,Meat,KBG,480,5.6,7.9,"3,811.20","2,688.00",29,Good Profit
